date,daily_revenue,source_weights_1,source_weights_2,source_weights_3,job_complexity,rework_rate,carrier_relationship,market_saturation,rvami,cees,ofc,icrdi,msmi,cbhi
2024-06-05 12:20:13.525247,5248.3570765056165,0.19651433312045918,0.5406593290935301,0.0020018022628644602,0.6042235043593776,0.06042235043593776,0.14143602812844974,0.9952080758064251,0.0,0.6049981468182222,4.226123065291555,1.0,0.0,0.2571626399031572
2024-06-06 12:20:13.525236,4965.383988384116,0.4965018729210962,0.20919121108904176,0.2507654511664277,2.8968447679355322,0.28968447679355325,0.141447871075756,1.0,0.0,0.9300677556891321,24.641908888621632,1.0,0.0,0.40452410750200946
2024-06-07 12:20:13.525225,5392.835413454671,0.4159950714318683,0.5539746300104698,0.011133784876942644,0.3480414898696546,0.03480414898696546,0.10696414476515011,0.9755708841359544,0.0,0.6755217752286692,2.375498890480811,1.0,0.0,0.2705299761481976
2024-06-08 12:20:13.525216,5864.898859992383,0.6711968281694188,0.14275063088355752,0.09157359051830181,0.11072540550453941,0.011072540550453942,0.13395280843244323,0.9336918198031838,0.0,0.6957911492096922,0.7384060504597788,1.0,0.0,0.27109799223985453
2024-06-09 12:20:13.525207,5020.576827225501,0.44776725841816545,0.01107575836925861,0.5016197087656887,0.10725623560343195,0.010725623560343196,0.12753995976537782,0.951261319345329,0.0,0.6878867652605641,0.7150254134570483,1.0,0.0,0.2689160632487468
2024-06-10 12:20:13.525197,5054.690574616686,0.26832102210222225,0.2576523236178826,0.18421174056869827,4.239858439925319,0.4239858439925319,0.1421312684885505,0.9580695383465785,0.0,0.9230139516453871,39.821964429290176,1.0,0.0,0.4476065071065288
2024-06-11 12:20:13.525188,5995.266310839633,0.4156360486619338,0.06906887014288494,0.3441338123011187,1.0606271017736995,0.10606271017736994,0.20112616552767282,0.9822307226223602,0.0,0.834324132510402,7.737632919409087,1.0,0.0,0.32885856538297087
2024-06-12 12:20:13.525178,5623.033028864012,0.24334352351182828,0.674970129361046,0.02521072531024888,0.7899551247024956,0.07899551247024957,0.20782095403623102,0.9313990256125771,0.0,0.6390083340537953,5.6219594759371825,1.0,0.0,0.2703876905643066
2024-06-13 12:20:13.525170,5037.949035522018,0.2546443452277251,0.35389427249106675,0.3493461221464811,2.4980490624927496,0.24980490624927496,0.18344663582179213,0.8906474321396265,0.0,0.9860981392234223,20.592488897927257,1.0,0.0,0.407504245826098
2024-06-14 12:20:13.525161,5577.0118491527355,0.1258076138296335,0.1377932360626074,0.6718549065230816,2.7102419983214547,0.2710241998321455,0.17452161593811924,0.9305166905243264,0.0,0.7292026933237417,22.721005238958732,1.0,0.0,0.3451470005571475
2024-06-15 12:20:13.525152,5106.704233427439,0.6395180843756908,0.11385596240361631,0.23994164416644803,0.6056296860943314,0.060562968609433145,0.15353512483708492,0.9420352059335121,0.0,0.7971529617666818,4.236520040991863,1.0,0.0,0.30855221357655815
2024-06-16 12:20:13.525142,5137.826162259939,0.24102779051543552,0.5149028895522397,0.23717200516738224,1.7743841657495234,0.17743841657495235,0.16505894720123965,0.9605779577546989,0.0,0.9339133687460499,13.780072620904038,1.0,0.0,0.37337604653254375
2024-06-17 12:20:13.525125,5523.508374522984,0.4164176902955367,0.2507016648433138,0.12440317855456233,2.211854599588893,0.2211854599588893,0.14363057419342157,0.9271118193403409,0.0,0.8837856345834265,17.81573936791196,1.0,0.0,0.3719328160508306
2024-06-18 12:20:13.525116,4477.243616788659,0.7880629512339224,0.03360480664477323,0.00682078701875952,1.5947983085208308,0.1594798308520831,0.13106036646653982,0.8930095075120589,0.0,0.30560672360871954,12.19648304426101,1.0,0.0,0.20075238543492407
2024-06-19 12:20:13.525107,4602.264255787252,0.8303234514557332,0.10518717330390855,0.06439645757011005,0.24659587654207396,0.024659587654207397,0.09691527172030595,0.9274688887575385,0.0,0.5169186946165331,1.6665988193381482,1.0,0.0,0.2260388777030841
2024-06-20 12:20:13.525098,5213.865020963094,0.08494905027786924,0.7064402807542972,0.1289641777677651,3.129796924112922,0.3129796924112922,0.09340389157229471,0.9635662798740005,0.0,0.6545584861485588,27.104401372432424,1.0,0.0,0.3381811289161532
2024-06-21 12:20:13.525089,5018.2889276317965,0.45890145982607067,0.10353373564432124,0.2109998652224184,1.1618435408563856,0.11618435408563857,0.0981027131545335,0.9257327479189622,0.0,0.837912921080012,8.553605769203507,1.0,0.0,0.33223491821822304
2024-06-22 12:20:13.525080,5710.8985560581705,0.4687532086664364,0.23928386832114368,0.14058011822208508,0.49791585291066554,0.04979158529106655,0.026730730625185613,0.8812576603053838,0.0,0.8858270096788968,3.4476620833281864,1.0,0.0,0.32991601901717427
2024-06-23 12:20:13.525071,5128.173309960165,0.508958865031213,0.2273021327421566,0.2257258954203164,0.8306732417816522,0.08306732417816523,0.03363119329483195,0.8774826147636033,0.0,0.92522657319566,5.934051701876838,1.0,0.0,0.34781206683874444
2024-06-24 12:20:13.525062,4903.750153732427,0.15196483388389687,0.5649239404270184,0.1597977193044809,0.05744261355405342,0.005744261355405342,0.03241630555018171,0.8496946576292803,0.0,0.8210086498881505,0.38105477326394205,1.0,0.0,0.303507310419633
2024-06-25 12:20:13.525052,6369.716213795666,0.8865598433822411,0.015551056600326815,0.06896414914607085,0.205219673769996,0.0205219673769996,0.012079880088092057,0.8211826365435613,0.0,0.3239707523402201,1.3813604007952358,1.0,0.0,0.1736231583980911
2024-06-26 12:20:13.525043,5550.2345079975275,0.18172638389572018,0.3056527797702651,0.5119460279633402,2.1757486102682106,0.21757486102682105,0.06600863185565495,0.7776806507403916,0.0,0.9238452492592117,17.473103082662647,1.0,0.0,0.3816248859033047
2024-06-27 12:20:13.525034,5722.327333687239,0.3909378505055386,0.02329510758066634,0.5648300275879273,1.7452234575648485e-05,1.7452234575648485e-06,0.0914886208836316,0.7613963636546971,0.0,0.7076179491899548,0.00011511116549516356,1.0,0.0,0.27207200504843787
2024-06-28 12:20:13.525026,5000.809137523867,0.3667468423238334,0.19172045849508731,0.2745247588434881,0.8082354753199066,0.08082354753199066,0.06234202990012856,0.7212554115129948,0.0,0.946127748204699,5.761802373572518,1.0,0.0,0.3528882408228865
